-20.4260	148.758	0
-19.8396	148.005	0
-19.4998	147.529	0
-19.1133	146.868	0
-18.7801	146.292	0
-17.8672	146.043	0
-16.8943	145.78	0
-16.1746	145.446	0
-15.2617	145.354	0
-14.8019	145.07	0
-14.2688	144.416	0
-14.3821	143.783	0
-12.1031	143.172	0
-10.7837	142.433	0
-11.6367	142.028	0
-12.5829	141.715	0
-12.6495	141.9	0
-12.7628	141.871	0
-13.1626	141.623	0
-13.5691	141.673	0
-13.5758	141.509	0
-15.2217	141.566	0
-17.5007	140.685	0
-17.6073	139.924	0
-17.1075	139.107	0
-15.9081	136.804	0
-14.7286	135.397	0
-13.7557	135.923	0
-13.1760	136.129	0
-13.2759	136.335	0
-12.9361	136.534	0
-12.3563	136.918	0
-12.0098	136.385	0
-12.4696	136.065	0
-12.1964	135.909	0
-12.2097	135.653	0
-12.0431	135.752	0
-12.2031	134.864	0
-12.1031	134.196	0
-11.8566	133.684	0
-11.4301	132.924	0
-11.3634	132.512	0
-11.2635	132.199	0
-11.3901	132.092	0
-11.3168	131.808	0
-11.7300	132.64	0
-12.1298	132.526	0
-12.2697	132.242	0
-12.1498	131.36	0
-12.3164	131.019	0
-12.5962	130.792	0
-12.4696	130.579	0
-13.2160	130.181	0
-13.4425	130.124	0
-13.7224	129.768	0
-14.5020	129.441	0
-14.6087	129.74	0
-14.7619	129.918	0
-15.1151	129.662	0
-15.4283	130.095	0
-14.9219	129.214	0
-15.0685	129.157	0
-14.8219	128.418	0
-15.335	128.304	0
-15.335	128.12	0
-15.4749	127.956	0
-15.275	127.956	0
-14.642	128.07	0
-13.7291	126.94	0
-13.929	126.883	0
-14.1155	126.464	0
-13.9689	126.393	0
-14.1022	126.208	0
-14.0622	125.959	0
-14.602	125.867	0
-14.3354	125.646	0
-14.8352	125.191	0
-15.1551	125.291	0
-15.0884	124.893	0
-15.5482	125.184	0
-15.3683	124.673	0
-15.7881	124.431	0
-15.8281	124.545	0
-15.8081	124.658	0
-16.0547	124.438	0
-16.3212	124.474	0
-16.3612	124.701	0
-16.3545	123.905	0
-16.2812	123.685	0
-16.5011	123.592	0
-16.9676	123.827	0
-17.0742	123.607	0
-17.8938	123.777	0
-16.4078	122.896	0
-16.7544	122.605	0
-17.5273	122.107	0
-18.1604	122.207	0
-19.1333	121.432	0
-19.8996	120.011	0
-20.1195	118.923	0
-20.6659	117.189	0
-20.5193	116.862	0
-22.1519	114.432	0
-22.4651	114.133	0
-21.8254	114.034	0
-22.7317	113.756	0
-23.8512	113.486	0
-24.7441	113.565	0
-26.1568	114.169	0
-26.3101	113.97	0
-26.0702	113.856	0
-25.5704	113.408	0
-26.6033	113.749	0
-26.1635	113.366	0
-26.1301	113.252	0
-29.7419	114.929	0
-32.6272	115.725	0
-33.6401	115.384	0
-33.7201	114.95	0
-34.3398	115.164	0
-35.0528	116.891	0
-34.9728	118.177	0
-34.5597	119.243	0
-34.0066	119.833	0
-33.9999	121.482	0
-33.9333	123.45	0
-33.1337	124.097	0
-32.3007	126.343	0
-31.8876	128.596	0
-31.5477	131.055	0
-32.1808	133.464	0
-32.4873	133.905	0
-33.1603	134.487	0
-34.4931	135.369	0
-34.4997	135.141	0
-34.8862	135.831	0
-33.8334	136.698	0
-33.0804	137.543	0
-32.5739	137.757	0
-33.3336	137.849	0
-34.9329	137.209	0
-35.1794	136.861	0
-35.1794	137.614	0
-34.2598	137.998	0
-34.7529	138.538	0
-35.5392	138.133	0
-35.5326	138.73	0
-35.5859	138.972	0
-36.019	139.484	0
-36.9653	139.647	0
-37.9582	140.372	0
-38.3247	141.658	0
-38.6179	142.781	0
-38.7645	143.392	0
-38.3047	144.565	0
-38.1647	144.451	0
-37.9315	144.935	0
-38.378	144.8	0
-38.398	145.013	0
-38.398	145.46	0
-38.8977	145.986	0
-39.051	146.299	0
-38.7112	146.392	0
-37.9248	147.813	0
-37.8249	148.715	0
-37.4984	149.789	0
-36.952	149.924	0
-34.9462	150.776	0
-33.8467	151.125	0
-32.7405	152.113	0
-32.5006	152.44	0
-28.7823	153.619	0
-27.3962	153.136	0
-25.8236	152.994	0
-25.1972	152.66	0
-24.1044	151.565	0
-23.4913	150.734	0
-22.3518	150.634	0
-22.5518	150.535	0
-22.1853	149.966	0
-22.5851	149.973	0
-22.3119	149.561	0
-21.5056	149.334	0
-20.7126	148.744	0
-20.426	148.758	0
